features,n_features,roc_auc_leah_12k_detected
"('esm2_full_LL_car_target', 'esm2_binder_LL_car', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8736945256151069
"('max_pident_cross_team_hamming', 'seq_kl_vs_human', 'esm2_full_LL_car')",3,0.8736886401290098
"('esm2_binder_LL_car_target', 'boltz_rosetta_A_C_complex_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8736839292394848
"('esm2_binder_LL_target', 'esm2_binder_LL_car_target', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8736798118998643
"('esm2_pll', 'esm2_full_LL_car_target', 'boltz_rosetta_A_C_complex_normalized')",3,0.8736625514403292
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_start', 'boltz_rosetta_A_C_complex_normalized')",3,0.8736572069905404
"('esm2_full_LL_car_target', 'esmfold_plddt_binder_end', 'longest_dup_substr_len')",3,0.8736562699554763
"('esmfold_plddt_binder_start', 'esm2_full_LL_car', 'boltz_rosetta_side1_normalized')",3,0.8736275389509747
"('esmfold_plddt_binder_start', 'esm2_full_LL_car', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8736275389509747
"('esm2_full_LL_target', 'esm2_full_LL_car_target', 'boltz_sap_score')",3,0.8736194779116466
"('esm2_full_LL_target', 'total_duplicated_residues', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8736193816787666
"('esm2_full_LL_target', 'total_duplicated_residues', 'boltz_rosetta_side1_normalized')",3,0.8736193816787666
"('esm2_full_LL_car_target', 'esmfold_plddt_binder_middle_glycine_linker', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8736180142958457
"('max_pident_cross_team_hamming', 'esm2_full_LL_car', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8736150715527972
"('esm2_binder_LL_car', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8736121288097486
"('esm2_pll', 'esmfold_plddt_binder_start', 'esm2_full_LL_car')",3,0.8736056183162786
"('esm2_full_LL_alone', 'esmfold_plddt_binder_middle', 'esm2_full_LL_car')",3,0.8736033005806032
"('esm2_full_LL_car_target', 'total_duplicated_residues', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8735944723514577
"('esm2_binder_LL_car', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_side1_normalized')",3,0.8735867525899339
"('esm2_binder_LL_car', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8735867525899339
"('esm2_pll', 'esmfold_plddt_binder_start', 'longest_dup_substr_len')",3,0.8735465030355696
"('esm2_full_LL_car', 'esmfold_plddt_binder_middle_glycine_linker', 'boltz_sap_score')",3,0.8735190763052207
"('esm2_full_LL_car_target', 'esmfold_plddt_binder_middle', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8735179610321966
"('esm2_pll', 'boltz_rosetta_A_C_complex_normalized', 'boltz_sap_score')",3,0.8735129068462402
"('esm2_pll', 'esmfold_plddt_binder_start', 'boltz_rosetta_A_BC_side1_normalized')",3,0.873499549660198
"('esm2_pll', 'esmfold_plddt_binder_start', 'boltz_rosetta_side1_normalized')",3,0.873499549660198
"('max_pident_cross_team_hamming', 'esm2_full_LL_car_target', 'esmfold_end_C_B_pdockq2')",3,0.873497361830857
"('max_pident_cross_team_hamming', 'esm2_binder_LL_car_target', 'boltz_rosetta_A_B_complex_normalized')",3,0.8734732681428197
"('esm2_pll', 'esmfold_plddt_binder_start')",2,0.8734726089346836
"('esm2_pll', 'boltz_rosetta_A_BC_complex_normalized', 'esmfold_plddt_binder_middle')",3,0.8734708916728076
"('esm2_pll', 'boltz_rosetta_complex_normalized', 'esmfold_plddt_binder_middle')",3,0.8734708916728076
"('esm2_full_LL_car_target', 'esmfold_plddt_binder_middle_glycine_linker', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8734358430540825
"('esm2_full_LL_car_target', 'esmfold_plddt_binder_middle_glycine_linker', 'boltz_rosetta_side1_normalized')",3,0.8734358430540825
"('esm2_binder_LL_car_target', 'esm2_full_LL_alone', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8733855375950138
"('esm2_binder_LL_car', 'esmfold_plddt_binder_middle', 'esmfold_plddt_binder_end')",3,0.8733590529075772
"('esmfold_plddt_binder_start', 'esm2_full_LL_car', 'esmfold_plddt_binder_end')",3,0.8733502246784317
"('esm2_binder_LL_car_target', 'boltz_rosetta_side1_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8733420344236889
"('esm2_binder_LL_car_target', 'boltz_rosetta_A_BC_side1_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8733420344236889
"('esm2_full_LL_alone', 'esmfold_plddt_binder_middle')",2,0.8733413964492862
"('esm2_binder_LL_car', 'esmfold_plddt_binder_start', 'total_duplicated_residues')",3,0.8733355109631892
"('esm2_binder_LL_car', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_middle')",3,0.8733237399909952
"('esm2_pll', 'esmfold_plddt_binder_middle', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.873310041912734
"('esm2_full_LL_car_target', 'esmfold_plddt_binder_middle', 'total_duplicated_residues')",3,0.8732913698174618
"('esm2_full_LL_target', 'longest_dup_substr_len', 'boltz_sap_score')",3,0.8732806224899599
"('esm2_binder_LL_car', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8732766561022192
"('esm2_binder_LL_target', 'esm2_full_LL_car_target', 'boltz_sap_score')",3,0.8732743473895583
"('esm2_binder_LL_car', 'esmfold_plddt_binder_end', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8732686189738151
"('esm2_binder_LL_car', 'esmfold_plddt_binder_end', 'boltz_rosetta_side1_normalized')",3,0.8732686189738151
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_middle', 'esmfold_end_C_B_pdockq2')",3,0.873258999643928
"('esm2_full_LL_car_target', 'esmfold_plddt_binder_middle', 'longest_dup_substr_len')",3,0.8732560569008797
"('esm2_binder_LL_target', 'boltz_rosetta_A_B_complex_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8732484732681428
"('esm2_pll', 'esm2_full_LL_car', 'boltz_sap_score')",3,0.8732480944184904
"('esm2_binder_LL_target', 'longest_dup_substr_len', 'boltz_sap_score')",3,0.8732366967871485
"('esm2_full_LL_alone', 'esmfold_plddt_binder_middle', 'longest_dup_substr_len')",3,0.8732325149564915
"('esm2_full_LL_alone', 'esmfold_plddt_binder_middle', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8732295722134431
"('esm2_binder_LL_car', 'gravy_score')",2,0.8732266294703945
"('esm2_full_LL_alone', 'esmfold_plddt_binder_end', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8732178012412489
"('esm2_full_LL_target', 'boltz_rosetta_A_B_complex_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8732156906822525
"('esmfold_plddt_binder_end', 'longest_dup_substr_len', 'gravy_score')",3,0.873200144782958
"('esm2_full_LL_car_target', 'esmfold_plddt_binder_start_glycine_linker', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.873188373810764
"('esm2_pll', 'esmfold_plddt_binder_end', 'boltz_rosetta_A_C_complex_normalized')",3,0.8731601731601731
"('esm2_full_LL_target', 'esm2_binder_LL_car', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8731560036372304
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_end_glycine_linker', 'esmfold_end_C_B_pdockq2')",3,0.8731324616928424
"('esm2_binder_LL_car_target', 'boltz_rosetta_A_BC_complex_normalized', 'boltz_rosetta_A_C_complex_normalized')",3,0.8731281064614398
"('esm2_binder_LL_car_target', 'boltz_rosetta_complex_normalized', 'boltz_rosetta_A_C_complex_normalized')",3,0.8731281064614398
"('esm2_binder_LL_target', 'esmfold_plddt_binder_middle_glycine_linker', 'esmfold_end_C_B_pdockq2')",3,0.8731177479775998
"('esm2_full_LL_car_target', 'esmfold_plddt_binder_start_glycine_linker')",2,0.8731089197484544
"('aa_sequence_entropy', 'esm2_pll')",2,0.8731060941942883
"('esm2_full_LL_car_target', 'esm2_full_LL_car', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8731030342623574
"('max_pident_cross_team_hamming', 'total_duplicated_residues', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8730971487762604
"('esm2_full_LL_alone', 'esmfold_plddt_binder_end', 'longest_dup_substr_len')",3,0.8730971487762602
"('esm2_full_LL_alone', 'esm2_binder_LL_car', 'esmfold_plddt_binder_end')",3,0.8730912632901633
"('esm2_full_LL_alone', 'boltz_rosetta_A_C_complex_normalized', 'boltz_sap_score')",3,0.8730586286141843
"('esm2_binder_LL_target', 'esm2_binder_LL_car', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8730471221444357
"('max_pident_cross_team_hamming', 'esm2_binder_LL_car', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8730382939152902
"('max_pident_cross_team_hamming', 'esm2_full_LL_alone', 'esm2_binder_LL_car')",3,0.8730176947139506
"('esm2_binder_LL_car', 'esmfold_plddt_binder_middle', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8729794390543201
"('esm2_full_LL_car_target', 'esmfold_plddt_binder_middle')",2,0.8729735535682231
"('esm2_full_LL_car_target', 'esmfold_plddt_binder_end', 'boltz_rosetta_A_C_complex_normalized')",3,0.8729731174175619
"('esm2_full_LL_target', 'esmfold_plddt_binder_middle_glycine_linker', 'esmfold_end_C_B_pdockq2')",3,0.8729470688807865
"('esm2_full_LL_car_target', 'esmfold_plddt_binder_start_glycine_linker', 'esmfold_end_C_B_pdockq2')",3,0.8729117559642046
"('longest_dup_substr_len', 'esmfold_plddt_binder_middle_glycine_linker', 'gravy_score')",3,0.8729058704781074
"('aa_sequence_entropy', 'esm2_pll', 'esm2_binder_LL_car')",3,0.8729051022398779
"('seq_kl_vs_human', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_A_B_complex_normalized')",3,0.8729019145030159
"('esm2_binder_LL_car_target', 'boltz_rosetta_A_C_complex_normalized')",2,0.8728715728715728
"('esm2_binder_LL_car_target', 'esm2_full_LL_car_target', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8728646720754283
"('esm2_full_LL_alone', 'esmfold_plddt_binder_middle_glycine_linker', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8728440728740888
"('esm2_binder_LL_target', 'total_duplicated_residues', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8728264164157978
"('esm2_pll', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_middle')",3,0.8728016504986374
"('esm2_binder_LL_car_target', 'esm2_full_LL_alone', 'boltz_rosetta_A_C_complex_normalized')",3,0.8727860616749507
"('esm2_full_LL_car_target', 'esm2_binder_LL_car', 'esmfold_plddt_binder_middle')",3,0.8727852180131188
"('esm2_full_LL_target', 'total_duplicated_residues', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8727822752700702
"('esm2_full_LL_car_target', 'boltz_sap_score', 'esmfold_end_C_B_pdockq2')",3,0.8727629267068273
"('esm2_full_LL_alone', 'seq_kl_vs_human', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8727616760687307
"('esm2_full_LL_alone', 'total_duplicated_residues', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8727587333256823
"('esm2_binder_LL_car', 'esmfold_plddt_binder_start')",2,0.8727557905826338
"('max_pident_cross_team_hamming', 'esm2_full_LL_alone', 'boltz_sap_score')",3,0.8727472389558233
"('esm2_binder_LL_target', 'esmfold_plddt_binder_middle_glycine_linker')",2,0.8727381341243428
"('esm2_full_LL_alone', 'boltz_rosetta_A_C_complex_normalized', 'boltz_rosetta_side1_normalized')",3,0.8727379616268505
"('esm2_full_LL_alone', 'boltz_rosetta_A_C_complex_normalized', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8727379616268505
"('max_pident_cross_team_hamming', 'esm2_full_LL_target', 'total_duplicated_residues')",3,0.8727145921799546
"('esm2_binder_LL_car_target', 'boltz_rosetta_side1_normalized', 'esmfold_end_C_B_pdockq2')",3,0.8727139244636595
"('esm2_binder_LL_car_target', 'boltz_rosetta_A_BC_side1_normalized', 'esmfold_end_C_B_pdockq2')",3,0.8727139244636595
"('esm2_full_LL_target', 'esmfold_plddt_binder_middle_glycine_linker')",2,0.8727028212077605
"('max_pident_cross_team_hamming', 'esm2_binder_LL_target', 'total_duplicated_residues')",3,0.8726851647494696
"('esm2_full_LL_alone', 'esm2_binder_LL_car', 'esmfold_plddt_binder_middle')",3,0.8726822220064212
"('esm2_binder_LL_target', 'esm2_full_LL_target', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.872682222006421
"('esm2_pll', 'seq_kl_vs_human', 'esm2_full_LL_car')",3,0.8726775084091487
"('esm2_full_LL_car_target', 'boltz_rosetta_A_C_complex_normalized', 'boltz_rosetta_side1_normalized')",3,0.8726631393298059
"('esm2_full_LL_car_target', 'boltz_rosetta_A_C_complex_normalized', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8726631393298059
"('max_pident_cross_team_hamming', 'esm2_full_LL_car_target')",2,0.8726616228050816
"('max_pident_cross_team_hamming', 'esm2_full_LL_target', 'longest_dup_substr_len')",3,0.8726557373189846
"('max_pident_cross_team_hamming', 'esm2_full_LL_alone', 'esm2_full_LL_car_target')",3,0.8726439663467904
"('max_pident_cross_team_hamming', 'esm2_binder_LL_target', 'longest_dup_substr_len')",3,0.8726410236037421
"('max_pident_cross_team_hamming', 'esm2_full_LL_alone')",2,0.8726145389163056
"('max_pident_cross_team_hamming', 'seq_kl_vs_human', 'boltz_rosetta_A_B_complex_normalized')",3,0.8725740886441122
"('esmfold_plddt_binder_start', 'gravy_score', 'boltz_sap_score')",3,0.8725652610441768
"('esm2_full_LL_target', 'boltz_rosetta_A_B_complex_normalized', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8725553557378891
"('esm2_full_LL_target', 'boltz_rosetta_A_B_complex_normalized', 'boltz_rosetta_side1_normalized')",3,0.8725553557378891
"('esm2_binder_LL_target', 'esm2_full_LL_car_target', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8725144856526563
"('esm2_binder_LL_target', 'esm2_pll', 'seq_kl_vs_human')",3,0.8724942510389511
"('esm2_full_LL_car_target', 'longest_dup_substr_len', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8724938864513168
"('esm2_binder_LL_car', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8724850582221713
"('esm2_binder_LL_car', 'esmfold_plddt_binder_start', 'longest_dup_substr_len')",3,0.8724791727360742
"('esm2_binder_LL_car', 'esmfold_plddt_binder_end', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8724644590208317
"('esm2_full_LL_target', 'esm2_pll', 'seq_kl_vs_human')",3,0.8724499145784195
"('aa_sequence_entropy', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_A_B_complex_normalized')",3,0.8724476415271064
"('esm2_full_LL_car_target', 'esmfold_plddt_binder_middle', 'boltz_rosetta_side1_normalized')",3,0.8724406558446854
"('esm2_full_LL_car_target', 'esmfold_plddt_binder_middle', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8724406558446854
"('esm2_binder_LL_target', 'boltz_rosetta_A_B_complex_normalized', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8724335918474392
"('esm2_binder_LL_target', 'boltz_rosetta_A_B_complex_normalized', 'boltz_rosetta_side1_normalized')",3,0.8724335918474392
"('seq_kl_vs_human', 'longest_dup_substr_len', 'boltz_rosetta_A_B_complex_normalized')",3,0.8724242253943277
"('esm2_binder_LL_car_target', 'esm2_pll', 'seq_kl_vs_human')",3,0.8724233127021003
"('esm2_full_LL_target', 'esm2_pll', 'boltz_rosetta_A_BC_side1_normalized')",3,0.872406452141161
"('esm2_full_LL_target', 'esm2_pll', 'boltz_rosetta_side1_normalized')",3,0.872406452141161
"('esm2_pll', 'esmfold_plddt_binder_middle', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8723789762415688
"('esm2_full_LL_target', 'boltz_rosetta_A_B_complex_normalized', 'esmfold_end_C_B_pdockq2')",3,0.8723727099022143
"('esm2_binder_LL_car', 'esmfold_plddt_binder_start', 'esm2_full_LL_car')",3,0.8723644057571824
"('esm2_pll', 'boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.87235316124205
"('esm2_full_LL_target', 'esm2_full_LL_car_target', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8723467492988914
"('esm2_binder_LL_car_target', 'esm2_binder_LL_car', 'boltz_rosetta_A_C_complex_normalized')",3,0.8723424723424724
"('esm2_full_LL_car_target', 'esmfold_plddt_binder_middle', 'boltz_rosetta_A_C_complex_normalized')",3,0.8723424723424723
"('aa_sequence_entropy', 'esm2_pll', 'esm2_full_LL_car_target')",3,0.8723405513091078
"('aa_sequence_entropy', 'esm2_pll', 'seq_kl_vs_human')",3,0.8723375955450725
"('esm2_full_LL_alone', 'longest_dup_substr_len', 'gravy_score')",3,0.8722820089518243
"('esm2_binder_LL_target', 'esm2_pll', 'boltz_rosetta_side1_normalized')",3,0.8722754441988045
"('esm2_binder_LL_target', 'esm2_pll', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8722754441988045
"('esm2_binder_LL_target', 'boltz_rosetta_A_B_complex_normalized', 'esmfold_end_C_B_pdockq2')",3,0.872274362144543
"('esm2_full_LL_alone', 'esmfold_plddt_binder_middle', 'esmfold_end_C_B_pdockq2')",3,0.8722260968339028
"('esm2_binder_LL_car', 'boltz_rosetta_side1_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8722040949506484
"('esm2_binder_LL_car', 'boltz_rosetta_A_BC_side1_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8722040949506484
"('esm2_full_LL_alone', 'esmfold_plddt_binder_start_glycine_linker', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8721907839173206
"('esm2_full_LL_alone', 'esm2_full_LL_car', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8721714658618158
"('esm2_full_LL_alone', 'esm2_full_LL_car', 'boltz_rosetta_side1_normalized')",3,0.8721714658618158
"('esm2_pll', 'esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_A_C_complex_normalized')",3,0.8721340388007055
"('max_pident_cross_team_hamming', 'esm2_full_LL_alone', 'esmfold_end_C_B_pdockq2')",3,0.872105444368914
"('boltz_rosetta_A_BC_complex_normalized', 'esm2_full_LL_car', 'longest_dup_substr_len')",3,0.8720613426870054
"('boltz_rosetta_complex_normalized', 'esm2_full_LL_car', 'longest_dup_substr_len')",3,0.8720613426870054
"('aa_sequence_entropy', 'esmfold_plddt_binder_start', 'boltz_rosetta_A_B_complex_normalized')",3,0.8720402008167547
"('esm2_full_LL_alone', 'esm2_full_LL_car', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8719759636747799
"('esm2_binder_LL_car_target', 'total_duplicated_residues', 'boltz_rosetta_A_C_complex_normalized')",3,0.8719683608572498
"('esm2_binder_LL_car', 'boltz_rosetta_A_C_complex_normalized', 'boltz_sap_score')",3,0.8719469830580943
"('esm2_full_LL_alone', 'esm2_full_LL_car_target', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8719435935012463
"('esm2_full_LL_alone', 'esmfold_plddt_binder_start_glycine_linker', 'esmfold_end_C_B_pdockq2')",3,0.8719377080151491
"('esmfold_plddt_binder_start', 'esm2_full_LL_car', 'total_duplicated_residues')",3,0.8719318225290522
"('esm2_full_LL_target', 'esm2_full_LL_car_target', 'boltz_rosetta_A_B_complex_normalized')",3,0.8719278033794161
"('boltz_rosetta_complex_normalized', 'esmfold_plddt_binder_start', 'gravy_score')",3,0.8719267476955705
"('boltz_rosetta_A_BC_complex_normalized', 'esmfold_plddt_binder_start', 'gravy_score')",3,0.8719267476955705
"('esm2_binder_LL_target', 'aa_sequence_entropy', 'esm2_full_LL_car_target')",3,0.8719200515568583
"('aa_sequence_entropy', 'esm2_full_LL_alone', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8719112233277126
"('esm2_binder_LL_car_target', 'esm2_full_LL_car', 'boltz_rosetta_A_C_complex_normalized')",3,0.871904227459783
"('max_pident_cross_team_hamming', 'seq_kl_vs_human', 'total_duplicated_residues')",3,0.8719038664700914
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_middle_glycine_linker', 'esmfold_end_C_B_pdockq2')",3,0.8718965096124701
"('esm2_full_LL_alone', 'esm2_pll', 'seq_kl_vs_human')",3,0.8718853636476492
"('esm2_full_LL_car_target', 'esm2_full_LL_car', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8718641394389365
"('esm2_full_LL_alone', 'esmfold_plddt_binder_start_glycine_linker', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8718553112097911
"('esm2_full_LL_target', 'aa_sequence_entropy', 'esm2_full_LL_car_target')",3,0.8718347120084516
"('esm2_binder_LL_car', 'total_duplicated_residues', 'gravy_score')",3,0.871825883779306
"('esm2_full_LL_car', 'boltz_rosetta_A_C_complex_normalized', 'esmfold_end_C_B_pdockq2')",3,0.8718026829137939
"('esm2_pll', 'boltz_rosetta_A_C_complex_normalized', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8717973384640052
"('esm2_pll', 'boltz_rosetta_A_C_complex_normalized', 'boltz_rosetta_side1_normalized')",3,0.8717973384640052
"('esm2_full_LL_alone', 'boltz_rosetta_A_BC_side1_normalized', 'boltz_rosetta_side1_normalized')",3,0.8717962313402398
"('aa_sequence_entropy', 'esm2_binder_LL_car', 'esm2_full_LL_car')",3,0.871790570862724
"('esm2_full_LL_alone', 'boltz_rosetta_A_BC_side1_normalized')",2,0.8717880740680315
"('esm2_full_LL_alone', 'boltz_rosetta_side1_normalized')",2,0.8717880740680315
"('esm2_full_LL_alone', 'esmfold_plddt_binder_start_glycine_linker')",2,0.8717876281196755
"('aa_sequence_entropy', 'esmfold_plddt_binder_middle', 'boltz_rosetta_A_B_complex_normalized')",3,0.8717826233561876
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_middle_glycine_linker')",2,0.8717729144044328
"('esm2_binder_LL_car', 'esmfold_plddt_binder_middle', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8717699716613845
"('esm2_full_LL_alone', 'boltz_sap_score', 'esmfold_end_C_B_pdockq2')",3,0.8717683232931728
"('esm2_pll', 'boltz_rosetta_side1_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8717514124293786
"('esm2_pll', 'boltz_rosetta_A_BC_side1_normalized', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.8717514124293786
"('esm2_binder_LL_car', 'boltz_rosetta_A_C_complex_normalized', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8717332050665384
"('esm2_binder_LL_car', 'boltz_rosetta_A_C_complex_normalized', 'boltz_rosetta_side1_normalized')",3,0.8717332050665384
"('esm2_binder_LL_car', 'esmfold_plddt_binder_start', 'esmfold_end_C_B_pdockq2')",3,0.8717317160017539
"('aa_sequence_entropy', 'boltz_rosetta_A_B_complex_normalized', 'boltz_rosetta_side1_normalized')",3,0.8717170581844067
"('aa_sequence_entropy', 'boltz_rosetta_A_B_complex_normalized', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8717170581844067
"('max_pident_cross_team_hamming', 'esm2_pll', 'longest_dup_substr_len')",3,0.8717168850976289
"('esm2_full_LL_car_target', 'esm2_full_LL_car', 'boltz_sap_score')",3,0.8717055722891567
"('esm2_binder_LL_car_target', 'total_duplicated_residues', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8716934603421234
"('esm2_binder_LL_car_target', 'esm2_full_LL_alone', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8716901868015334
"('esm2_binder_LL_car_target', 'esm2_full_LL_alone', 'boltz_rosetta_side1_normalized')",3,0.8716901868015334
"('max_pident_cross_team_hamming', 'esm2_full_LL_car', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8716610901685897
"('esm2_binder_LL_car', 'esmfold_plddt_binder_middle', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8716434337102987
"('esm2_binder_LL_target', 'esm2_full_LL_alone', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8715963498215225
"('esm2_binder_LL_target', 'esm2_full_LL_car_target', 'boltz_rosetta_A_B_complex_normalized')",3,0.8715952942939569
"('esm2_full_LL_alone', 'esm2_binder_LL_car', 'boltz_rosetta_side1_normalized')",3,0.8715841422628274
"('esm2_full_LL_alone', 'esm2_binder_LL_car', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8715841422628274
"('seq_kl_vs_human', 'esm2_full_LL_car_target', 'boltz_sap_score')",3,0.8715643825301205
"('esmfold_plddt_binder_start', 'esm2_full_LL_car', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8715610369049405
"('esm2_binder_LL_car', 'esmfold_plddt_binder_middle', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8715596704462029
"('esm2_binder_LL_car', 'esmfold_plddt_binder_middle', 'boltz_rosetta_side1_normalized')",3,0.8715596704462029
"('esm2_full_LL_car_target', 'boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8715087381754049
"('esm2_full_LL_car_target', 'total_duplicated_residues', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8714962965578734
"('boltz_rosetta_complex_normalized', 'longest_dup_substr_len', 'gravy_score')",3,0.8714780977241212
"('boltz_rosetta_A_BC_complex_normalized', 'longest_dup_substr_len', 'gravy_score')",3,0.8714780977241212
"('esm2_full_LL_target', 'esm2_full_LL_alone', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.8714286134677578
"('esm2_full_LL_car_target', 'esmfold_plddt_binder_middle', 'esmfold_end_C_B_pdockq2')",3,0.8713815295789817
"('max_pident_cross_team_hamming', 'seq_kl_vs_human', 'longest_dup_substr_len')",3,0.8713741727213605
"('esm2_full_LL_target', 'total_duplicated_residues', 'boltz_sap_score')",3,0.8713667168674698
"('esm2_pll', 'total_duplicated_residues', 'boltz_sap_score')",3,0.8713661553592708
"('esm2_pll', 'esm2_binder_LL_car', 'boltz_rosetta_A_C_complex_normalized')",3,0.8713644380311045
"('esm2_pll', 'esmfold_plddt_binder_middle_glycine_linker', 'boltz_rosetta_side1_normalized')",3,0.8713583886023089
"('esm2_pll', 'esmfold_plddt_binder_middle_glycine_linker', 'boltz_rosetta_A_BC_side1_normalized')",3,0.8713583886023089
"('esm2_full_LL_alone', 'esm2_binder_LL_car', 'esmfold_plddt_binder_start_glycine_linker')",3,0.8713462166623998
"('esm2_full_LL_car_target', 'esmfold_plddt_binder_middle_glycine_linker', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8713197319749632
"('esm2_full_LL_alone', 'esm2_full_LL_car_target', 'boltz_sap_score')",3,0.8712976907630521
"('seq_kl_vs_human', 'esm2_binder_LL_car', 'boltz_sap_score')",3,0.8712914156626506
"('esm2_binder_LL_car_target', 'boltz_rosetta_side1_normalized')",2,0.871286401827229
"('esm2_binder_LL_car_target', 'boltz_rosetta_A_BC_side1_normalized', 'boltz_rosetta_side1_normalized')",3,0.871286401827229
"('esm2_binder_LL_car_target', 'boltz_rosetta_A_BC_side1_normalized')",2,0.871286401827229
"('aa_sequence_entropy', 'esm2_pll', 'longest_dup_substr_len')",3,0.8712735204923121
"('esm2_full_LL_car_target', 'esm2_binder_LL_car', 'esmfold_plddt_binder_end_glycine_linker')",3,0.8712461633987505
