features,n_features,roc_auc_4class_micro,roc_auc_binary_detected,roc_auc_4class_Down,roc_auc_4class_Not Recovered,roc_auc_4class_Not Sig,roc_auc_4class_Up
"('boltz_rosetta_complex_normalized', 'esmfold_plddt_binder_end_glycine_linker', 'esm2_full_LL_car')",3,0.9164280882593056,0.8779468145852027,0.8338430173292558,0.8762011583326537,0.8276385105931858,0.6713826366559486
"('boltz_rosetta_A_BC_complex_normalized', 'esmfold_plddt_binder_end_glycine_linker', 'esm2_full_LL_car')",3,0.9164280882593056,0.8779468145852027,0.8338430173292558,0.8762011583326537,0.8276385105931858,0.6713826366559486
"('boltz_rosetta_A_BC_complex_normalized', 'seq_kl_vs_human')",2,0.916424707764692,0.8772819969002366,0.8299354400271831,0.8737335834896811,0.8265212923849755,0.6897820650232226
"('boltz_rosetta_complex_normalized', 'seq_kl_vs_human')",2,0.916424707764692,0.8772819969002366,0.8299354400271831,0.8737335834896811,0.8265212923849755,0.6897820650232226
"('boltz_rosetta_A_BC_complex_normalized', 'boltz_rosetta_complex_normalized', 'seq_kl_vs_human')",3,0.9164240316657692,0.8772819969002366,0.8298504926945294,0.8737213475813688,0.8265376021398398,0.6897820650232227
"('esm2_full_LL_target', 'esmfold_plddt_binder_start', 'esm2_full_LL_car')",3,0.9164232021449775,0.8807041395566464,0.7800687285223367,0.8669703577492723,0.823396076809046,0.6873976047447897
"('esm2_full_LL_target', 'esmfold_plddt_binder_start', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9164200900124485,0.883031849308014,0.767396907216495,0.8693775215629497,0.8258121602831501,0.6827747367886308
"('esm2_binder_LL_target', 'boltz_rosetta_A_BC_side1_normalized')",2,0.9164172706765419,0.8756709356391223,0.8003737682636766,0.8722897463088344,0.8337995204932072,0.6510718113612004
"('esm2_binder_LL_target', 'boltz_rosetta_side1_normalized')",2,0.9164172706765419,0.8756709356391223,0.8003737682636766,0.8722897463088344,0.8337995204932072,0.6510718113612004
"('esm2_full_LL_target', 'esm2_full_LL_alone', 'esmfold_plddt_binder_start')",3,0.9164114717992913,0.8794858439345651,0.8230777491408936,0.8676354176782346,0.8244820215809978,0.6905853516046686
"('esm2_binder_LL_target', 'boltz_rosetta_side1_normalized', 'boltz_rosetta_A_BC_side1_normalized')",3,0.9164108477367757,0.8756790929113305,0.8002888209310228,0.8723019822171466,0.8337465137898976,0.6506966773847802
"('esm2_binder_LL_car', 'esmfold_plddt_binder_middle', 'boltz_rosetta_A_C_side1_normalized')",3,0.916409578961512,0.866853722409278,0.8222175021240443,0.8682806905029127,0.826654594936302,0.7045106856427611
"('boltz_rosetta_complex_normalized', 'gravy_score', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.9164081433410847,0.8668039807488377,0.8278117567108393,0.8721062076841503,0.8376853195896466,0.6448195784208646
"('boltz_rosetta_A_BC_complex_normalized', 'gravy_score', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.9164081433410847,0.8668039807488377,0.8278117567108393,0.8721062076841503,0.8376853195896466,0.6448195784208646
"('esm2_binder_LL_target', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_middle')",3,0.9164076414823326,0.8790326615050953,0.7659471649484536,0.8666084003543063,0.8231518828788453,0.7037046444582735
"('boltz_rosetta_complex_normalized', 'gravy_score', 'esmfold_plddt_binder_start_glycine_linker')",3,0.9164051008959324,0.8659474671669795,0.8240740740740741,0.87264458764989,0.8388433121850178,0.6445694891032512
"('boltz_rosetta_A_BC_complex_normalized', 'gravy_score', 'esmfold_plddt_binder_start_glycine_linker')",3,0.9164051008959324,0.8659474671669795,0.8240740740740741,0.87264458764989,0.8388433121850178,0.6445694891032512
"('max_pident_cross_team_hamming', 'seq_kl_vs_human', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9164021354017046,0.8841559771525429,0.8334944158075601,0.8679532339274731,0.8315492812079843,0.6720430790332619
"('boltz_rosetta_A_B_complex_normalized', 'esmfold_plddt_binder_middle', 'esm2_full_LL_car_target')",3,0.9163894966156487,0.858697688359372,0.7610262008733624,0.8619431643625192,0.8224741784037559,0.6814655172413793
"('esm2_full_LL_target', 'gravy_score', 'esm2_full_LL_car')",3,0.916382505027291,0.885238906594393,0.797143470790378,0.8805364032028815,0.8316038657335586,0.6820508261471443
"('esm2_binder_LL_car_target', 'boltz_rosetta_A_B_complex_normalized', 'esmfold_plddt_binder_start')",3,0.916374724579269,0.8616012888239482,0.7462882096069869,0.8638398711176052,0.8242159624413146,0.6834770114942529
"('aa_sequence_entropy', 'esmfold_plddt_binder_middle')",2,0.9163746049985637,0.8880080278030362,0.8085803264604811,0.8690832472580992,0.8305064294825388,0.6777708632316896
"('esm2_binder_LL_target', 'esm2_full_LL_target', 'esmfold_plddt_binder_start')",3,0.9163700564971751,0.8797389198367366,0.7742160652920962,0.8677119289974957,0.8243556153112467,0.704377754352989
"('esm2_binder_LL_target', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.9163683807335057,0.8795005576498076,0.7776524914089347,0.8671498650752312,0.8240424725066362,0.7134075870915303
"('esmfold_plddt_binder_start', 'seq_kl_vs_human')",2,0.9163676625490759,0.8877461236717195,0.7488724226804124,0.8713638731206907,0.8331580882775422,0.6777454628583041
"('esm2_pll', 'boltz_rosetta_A_C_complex_normalized', 'boltz_sap_score')",3,0.9163665647184762,0.8735129068462402,0.8294392523364486,0.8744000855111967,0.8274452007074333,0.7339073390733908
"('max_pident_cross_team_hamming', 'boltz_sap_score', 'esmfold_plddt_binder_start_glycine_linker')",3,0.9163637168569818,0.8539752761044177,0.8268301982714794,0.8588975349758458,0.8172376605678935,0.718900481540931
"('esm2_binder_LL_target', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9163509049123816,0.8806335137234822,0.7748603951890035,0.8670939529573096,0.8251025614506843,0.7051270653678609
"('esm2_full_LL_target', 'esm2_binder_LL_car_target', 'gravy_score')",3,0.9163485109642823,0.8819312634078731,0.7853307560137457,0.8796388665730873,0.8319658473242092,0.6922236756880327
"('esm2_binder_LL_target', 'esm2_binder_LL_car', 'boltz_rosetta_side1_normalized')",3,0.9163483085864226,0.8756546210947059,0.8053007135575944,0.8722448813116893,0.8337057394027367,0.6535727045373347
"('esm2_binder_LL_target', 'esm2_binder_LL_car', 'boltz_rosetta_A_BC_side1_normalized')",3,0.9163483085864226,0.8756546210947059,0.8053007135575944,0.8722448813116893,0.8337057394027367,0.6535727045373347
"('esm2_pll', 'esm2_binder_LL_car', 'boltz_rosetta_A_C_complex_normalized')",3,0.9163412883076201,0.8713644380311045,0.8147833474936279,0.875340708674042,0.8312396162709683,0.7383490501571682
"('boltz_rosetta_complex_normalized', 'seq_kl_vs_human', 'boltz_rosetta_A_BC_side1_normalized')",3,0.9163388432015042,0.876315360143568,0.8280665987088006,0.8732441471571907,0.826411201539641,0.6863522686673813
"('boltz_rosetta_complex_normalized', 'seq_kl_vs_human', 'boltz_rosetta_side1_normalized')",3,0.9163388432015042,0.876315360143568,0.8280665987088006,0.8732441471571907,0.826411201539641,0.6863522686673813
"('boltz_rosetta_A_BC_complex_normalized', 'seq_kl_vs_human', 'boltz_rosetta_A_BC_side1_normalized')",3,0.9163388432015042,0.876315360143568,0.8280665987088006,0.8732441471571907,0.826411201539641,0.6863522686673813
"('boltz_rosetta_A_BC_complex_normalized', 'seq_kl_vs_human', 'boltz_rosetta_side1_normalized')",3,0.9163388432015042,0.876315360143568,0.8280665987088006,0.8732441471571907,0.826411201539641,0.6863522686673813
"('esm2_binder_LL_target', 'boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_start_glycine_linker')",3,0.9163377407411842,0.8813318368873926,0.8319881053525913,0.8743947410614077,0.8300511084205676,0.6806592183950675
"('esm2_pll', 'esmfold_plddt_binder_start', 'boltz_rosetta_A_C_side1_normalized')",3,0.9163346366205528,0.8715728715728716,0.8197748513169073,0.8702100368767035,0.8237794094002894,0.7274383854949661
"('esmfold_plddt_binder_middle_glycine_linker', 'seq_kl_vs_human')",2,0.9163317533275879,0.8855155244409524,0.7601481958762886,0.8690626480567596,0.8330977580124339,0.6938111990246256
"('esm2_full_LL_target', 'boltz_rosetta_side1_normalized')",2,0.9163317441628155,0.8757484297250999,0.7982500849473326,0.8719145117872583,0.8340767863259014,0.6487674169346196
"('esm2_full_LL_target', 'boltz_rosetta_A_BC_side1_normalized')",2,0.9163317441628155,0.8757484297250999,0.7982500849473326,0.8719145117872583,0.8340767863259014,0.6487674169346196
"('esm2_full_LL_target', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_middle')",3,0.9163274442210092,0.8789326082414463,0.7658397766323024,0.8664553777157838,0.8230312223486285,0.7010249050661046
"('esm2_full_LL_target', 'boltz_rosetta_side1_normalized', 'boltz_rosetta_A_BC_side1_normalized')",3,0.9163209265800516,0.8757647442695163,0.7983350322799864,0.8719063545150502,0.8340197021838761,0.6486245087531262
"('esm2_binder_LL_target', 'esm2_binder_LL_car_target', 'esmfold_plddt_binder_start')",3,0.9163181078234224,0.8804098652517959,0.7720146048109966,0.8680268025036858,0.8235741947346042,0.7003263947980035
"('esm2_pll', 'esmfold_plddt_binder_middle', 'boltz_rosetta_A_C_side1_normalized')",3,0.9163129077761325,0.8742450964673187,0.8216864910790145,0.8702634813745924,0.8218232488343427,0.7401485125962372
"('esmfold_plddt_binder_start', 'seq_kl_vs_human', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9163111653739348,0.8881728214137526,0.7454359965635738,0.8715698651340862,0.8335976373519034,0.6736560027432403
"('esm2_full_LL_target', 'esmfold_plddt_binder_start', 'esm2_full_LL_car_target')",3,0.9163111653739346,0.8795800117121173,0.7861361683848797,0.8677089862544473,0.8239591592833915,0.6984721675408628
"('boltz_rosetta_A_BC_complex_normalized', 'seq_kl_vs_human', 'boltz_rosetta_A_BC_per_residue_energy_int')",3,0.9163060524037514,0.8769924137368463,0.8301053346924906,0.8736560894037034,0.8261869424102556,0.6839942836727403
"('boltz_rosetta_complex_normalized', 'seq_kl_vs_human', 'boltz_rosetta_A_BC_per_residue_energy_int')",3,0.9163060524037514,0.8769924137368463,0.8301053346924906,0.8736560894037034,0.8261869424102556,0.6839942836727403
"('esm2_full_LL_target', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.9163049411088767,0.8794623019901772,0.7764712199312714,0.8670704110129216,0.8241458958182509,0.710981851433216
"('esm2_full_LL_alone', 'esmfold_plddt_binder_middle', 'boltz_rosetta_A_B_side1_normalized')",3,0.9163039742997666,0.8543797534749542,0.749235807860262,0.8567400996590612,0.8177652582159625,0.6978448275862069
"('esm2_binder_LL_car_target', 'esm2_binder_LL_car', 'esmfold_plddt_binder_start')",3,0.9163035047400173,0.8805305177167844,0.7824849656357389,0.8667584802497801,0.8239936337205962,0.6906996532849032
"('esmfold_plddt_binder_start', 'gravy_score', 'boltz_rosetta_A_B_side1_normalized')",3,0.9163004756595713,0.8478560188827694,0.6923580786026201,0.8669354838709677,0.8345164319248827,0.6476395730706075
"('esm2_full_LL_target', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9162960835009097,0.8805893725777546,0.7741623711340206,0.8669468158048843,0.8252605692878731,0.7025997282160048
"('esm2_binder_LL_target', 'esmfold_plddt_binder_start', 'esm2_full_LL_car_target')",3,0.9162956047112899,0.879635923830039,0.7821091065292096,0.8679914895871038,0.8235282288183312,0.6985864692210977
"('esm2_full_LL_target', 'boltz_rosetta_A_B_complex_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.916273264013609,0.8689773706492825,0.7603711790393013,0.8667247386759581,0.8273849765258215,0.6831691297208539
"('esm2_full_LL_alone', 'boltz_rosetta_side1_normalized', 'esm2_full_LL_car')",3,0.9162729235565372,0.8721714658618158,0.8128610261637784,0.8690880169671261,0.8309860877791007,0.6705073240443015
"('esm2_full_LL_alone', 'boltz_rosetta_A_BC_side1_normalized', 'esm2_full_LL_car')",3,0.9162729235565372,0.8721714658618158,0.8128610261637784,0.8690880169671261,0.8309860877791007,0.6705073240443015
"('esm2_pll', 'esm2_full_LL_car_target', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.9162704310672771,0.879738828689828,0.7966731266149871,0.8708715365834914,0.8261002639131916,0.7025825841122686
"('esm2_pll', 'boltz_rosetta_A_C_complex_normalized', 'esm2_full_LL_car_target')",3,0.9162698935330968,0.8736625514403292,0.8132965165675446,0.8759927315482869,0.8329599657001981,0.7377796000182224
"('esm2_pll', 'boltz_rosetta_A_BC_complex_normalized', 'boltz_sap_score')",3,0.9162631867093107,0.877102268075002,0.8301838610827376,0.874514861213461,0.8201549625698232,0.7101503759398495
"('esm2_pll', 'boltz_rosetta_complex_normalized', 'boltz_sap_score')",3,0.9162631867093107,0.877102268075002,0.8301838610827376,0.874514861213461,0.8201549625698232,0.7101503759398495
"('max_pident_cross_team_hamming', 'aa_sequence_entropy', 'boltz_rosetta_A_C_complex_normalized')",3,0.9162627984002248,0.8629522740633853,0.8418649107901444,0.8708887819998931,0.8351137349862316,0.6316350655973296
"('esm2_binder_LL_target', 'boltz_rosetta_A_B_complex_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9162616018796249,0.869028886141396,0.7592794759825329,0.8663500805514966,0.8268920187793428,0.6833949096880131
"('esm2_pll', 'seq_kl_vs_human', 'boltz_rosetta_A_B_side1_normalized')",3,0.9162614081445251,0.8723267187059156,0.7358862144420132,0.8725289194018622,0.8282830188679247,0.6925403225806452
"('esm2_full_LL_target', 'esm2_binder_LL_car_target', 'esmfold_plddt_binder_start')",3,0.9162496409077852,0.8803922087935048,0.7718535223367698,0.8678973218095516,0.8238471173624758,0.6993738807960476
"('boltz_rosetta_A_B_complex_normalized', 'seq_kl_vs_human', 'boltz_rosetta_side1_normalized')",3,0.9162417762518523,0.8705368850923532,0.7268558951965065,0.8698063017496535,0.8315727699530516,0.6598111658456486
"('boltz_rosetta_A_B_complex_normalized', 'seq_kl_vs_human', 'boltz_rosetta_A_BC_side1_normalized')",3,0.9162417762518523,0.8705368850923532,0.7268558951965065,0.8698063017496535,0.8315727699530516,0.6598111658456486
"('esm2_pll', 'boltz_rosetta_A_C_complex_normalized', 'esm2_full_LL_car')",3,0.9162353047603464,0.8704986371653038,0.8091546304163126,0.8753567420234086,0.830719759901388,0.7339073390733908
"('esm2_binder_LL_car_target', 'boltz_sap_score', 'seq_kl_vs_human')",3,0.9162327045773477,0.8753796435742971,0.7898449415353329,0.873311632666514,0.823924577509834,0.7571294810058855
"('esm2_binder_LL_target', 'esmfold_plddt_binder_start')",2,0.9162271377956527,0.8797006641771059,0.7723367697594501,0.8678678943790664,0.8240769469438411,0.7003771955447745
"('aa_sequence_entropy', 'esmfold_plddt_binder_end', 'seq_kl_vs_human')",3,0.9162252226371732,0.8872723420409101,0.8198560996563574,0.8672087199362014,0.8293802645338482,0.6957035268418446
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_start', 'esm2_full_LL_car_target')",3,0.9162206741357848,0.8789355509844947,0.7912908075601374,0.8661905308414185,0.8258437618505878,0.6838288522841286
"('esm2_full_LL_target', 'esm2_binder_LL_car', 'boltz_rosetta_A_BC_side1_normalized')",3,0.9162198497911024,0.8757117220001631,0.8055555555555555,0.8720001631454442,0.8339830052354313,0.6486245087531262
"('esm2_full_LL_target', 'esm2_binder_LL_car', 'boltz_rosetta_side1_normalized')",3,0.9162198497911024,0.8757117220001631,0.8055555555555555,0.8720001631454442,0.8339830052354313,0.6486245087531262
"('esm2_binder_LL_target', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_start_glycine_linker')",3,0.9162103801589582,0.8797830609824642,0.7787263745704467,0.8660051380293626,0.8243039036554395,0.7069939928116943
"('esm2_binder_LL_target', 'esmfold_plddt_binder_end_glycine_linker', 'boltz_rosetta_A_BC_per_residue_energy_int')",3,0.916208767166727,0.8806538654618474,0.784379766141332,0.8624194464760482,0.8203895345423757,0.7050695559122525
"('aa_sequence_entropy', 'esmfold_plddt_binder_middle', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9162087043952889,0.8884641529755546,0.8057345360824743,0.8694187199656287,0.8308109536778479,0.6709000622309148
"('esm2_pll', 'esm2_binder_LL_target', 'boltz_rosetta_A_C_complex_normalized')",3,0.9162051504456408,0.8738977072310405,0.816482582837723,0.877264710598044,0.8324937027707808,0.7410824108241082
"('boltz_rosetta_complex_normalized', 'esm2_full_LL_car')",2,0.9162026092685726,0.8776123664246676,0.8203363914373089,0.8783383636511949,0.8305701890300589,0.6770096463022508
"('boltz_rosetta_A_BC_complex_normalized', 'esm2_full_LL_car')",2,0.9162026092685726,0.8776123664246676,0.8203363914373089,0.8783383636511949,0.8305701890300589,0.6770096463022508
"('boltz_rosetta_A_BC_complex_normalized', 'boltz_rosetta_complex_normalized', 'esm2_full_LL_car')",3,0.9162019331696497,0.8776082877885635,0.8205062861026163,0.8783505995595072,0.8305620341526267,0.6769560557341907
"('esm2_binder_LL_car_target', 'esm2_binder_LL_car', 'gravy_score')",3,0.916195777075553,0.8815722487559554,0.7962306701030927,0.8788413832069426,0.8331207409705703,0.6970370464445828
"('esm2_full_LL_target', 'max_pident_cross_team_hamming', 'boltz_rosetta_A_C_complex_normalized')",3,0.9161940643005285,0.8824327935439046,0.8355989804587935,0.8759125648014536,0.8319261552967395,0.6596819804366975
"('esm2_full_LL_target', 'esmfold_plddt_binder_end_glycine_linker', 'boltz_rosetta_A_BC_per_residue_energy_int')",3,0.9161935810675159,0.880707203815261,0.7835536349771225,0.8625293100255198,0.820899396508836,0.705805243445693
"('esm2_full_LL_alone', 'esmfold_plddt_binder_start', 'boltz_rosetta_A_C_side1_normalized')",3,0.9161878560592654,0.8633798300464968,0.8280586236193713,0.8676767676767677,0.8247313325690285,0.7067822539520652
"('esm2_pll', 'esmfold_plddt_binder_middle_glycine_linker', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9161857339784749,0.8763249212288885,0.7812769164513351,0.870159197450949,0.8254852364535149,0.7055624888571939
"('esm2_full_LL_car_target', 'gravy_score', 'esm2_full_LL_car')",3,0.9161845255194867,0.8802862700437586,0.8036941580756013,0.8776878279319286,0.8340055848588271,0.6879818133326561
"('esm2_pll', 'esm2_full_LL_target', 'boltz_rosetta_A_C_complex_normalized')",3,0.9161781002515667,0.8740099406766073,0.8163763806287171,0.8773662551440329,0.8329117316040516,0.7401257345906792
"('esm2_full_LL_target', 'boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9161772133599577,0.8793062904174016,0.8308198810535259,0.8740473518251296,0.8303618304743333,0.6786658013073108
"('max_pident_cross_team_hamming', 'boltz_sap_score', 'esmfold_plddt_binder_middle_glycine_linker')",3,0.9161753062701601,0.8518731174698795,0.8243518047788511,0.8578867903207074,0.8177753331870699,0.7233012306046014
"('esmfold_plddt_binder_middle_glycine_linker', 'seq_kl_vs_human', 'boltz_rosetta_A_C_side1_normalized')",3,0.9161718920103039,0.8588904922238256,0.8397408666100254,0.8713697824808937,0.8373370048536928,0.6283667887441472
"('max_pident_cross_team_hamming', 'esm2_full_LL_car_target', 'boltz_rosetta_A_BC_per_residue_energy_int')",3,0.9161544575576841,0.8701618975903614,0.8067488561260804,0.8693345721756436,0.8227348995880933,0.7088550026752274
"('esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_A_BC_side1_normalized', 'esm2_full_LL_car')",3,0.9161525779482899,0.8710498409331919,0.8180428134556575,0.8713924463659353,0.8239892029422798,0.6779385494819579
"('esmfold_plddt_binder_start_glycine_linker', 'boltz_rosetta_side1_normalized', 'esm2_full_LL_car')",3,0.9161525779482899,0.8710498409331919,0.8180428134556575,0.8713924463659353,0.8239892029422798,0.6779385494819579
"('boltz_rosetta_A_BC_complex_normalized', 'gravy_score', 'esmfold_plddt_binder_end')",3,0.9161437886622943,0.866024961252957,0.8188922867821951,0.870446202789787,0.8366292629621778,0.6658449446230796
"('boltz_rosetta_complex_normalized', 'gravy_score', 'esmfold_plddt_binder_end')",3,0.9161437886622943,0.866024961252957,0.8188922867821951,0.870446202789787,0.8366292629621778,0.6658449446230796
"('esm2_full_LL_target', 'esmfold_plddt_binder_start')",2,0.9161428708225605,0.8796300383439418,0.771155498281787,0.8676471886504287,0.8241171671205801,0.6985229682876337
"('boltz_rosetta_A_B_complex_normalized', 'esmfold_plddt_binder_middle', 'esm2_full_LL_car')",3,0.916136817045997,0.8579811546963396,0.7602620087336244,0.8599527930763178,0.8195352112676058,0.6845853858784894
"('esm2_full_LL_alone', 'boltz_rosetta_A_B_complex_normalized', 'esmfold_plddt_binder_end')",3,0.9161305972412057,0.8632263684387996,0.7395196506550218,0.8597654640140872,0.8219014084507043,0.686863711001642
"('esm2_full_LL_target', 'boltz_sap_score', 'seq_kl_vs_human')",3,0.916124342750774,0.8770299949799196,0.7680477885104219,0.8752828986398893,0.8243602777357184,0.7503879079721776
"('esm2_full_LL_target', 'esmfold_plddt_binder_start', 'esmfold_plddt_binder_start_glycine_linker')",3,0.9161220434740975,0.8797212633784456,0.7778672680412371,0.8657991460159673,0.8244044540972868,0.7041110504324413
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_middle', 'boltz_rosetta_A_B_side1_normalized')",3,0.9161177688938232,0.8569602113071823,0.7572052401746726,0.8591706942415046,0.818037558685446,0.7060344827586208
"('aa_sequence_entropy', 'boltz_rosetta_A_C_complex_normalized', 'boltz_sap_score')",3,0.9161169047305467,0.8616963283629951,0.8241291418861513,0.8666880444658223,0.8295475244023958,0.6384961290621668
"('esm2_pll', 'esmfold_plddt_binder_middle_glycine_linker', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9161159551269049,0.8797536075100052,0.7863372093023255,0.8690773878139759,0.8229991395390469,0.7046073911825383
"('esm2_pll', 'boltz_rosetta_complex_normalized', 'esm2_binder_LL_car_target')",3,0.9161111286475689,0.8787521493490544,0.8312053115423902,0.8745639891918446,0.825601585663505,0.6972431077694236
"('esm2_pll', 'boltz_rosetta_A_BC_complex_normalized', 'esm2_binder_LL_car_target')",3,0.9161111286475689,0.8787521493490544,0.8312053115423902,0.8745639891918446,0.825601585663505,0.6972431077694236
"('esm2_pll', 'esm2_binder_LL_target', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9160983901056476,0.8801733260030384,0.7824074074074073,0.8733602899013366,0.8252311406016296,0.6971066907775769
"('esm2_binder_LL_car_target', 'boltz_rosetta_A_B_complex_normalized', 'esmfold_plddt_binder_end')",3,0.9160948333636549,0.8639756846877225,0.7427947598253275,0.8621492263309731,0.8230234741784038,0.6988095238095238
"('boltz_rosetta_A_BC_complex_normalized', 'esm2_full_LL_car', 'boltz_rosetta_A_BC_per_residue_energy_int')",3,0.9160947714903959,0.8776409168773964,0.8199116547740402,0.8783220491067787,0.8305783439074911,0.6726330832440156
"('boltz_rosetta_complex_normalized', 'esm2_full_LL_car', 'boltz_rosetta_A_BC_per_residue_energy_int')",3,0.9160947714903959,0.8776409168773964,0.8199116547740402,0.8783220491067787,0.8305783439074911,0.6726330832440156
"('esm2_pll', 'boltz_rosetta_complex_normalized', 'esm2_full_LL_alone')",3,0.9160911031439023,0.8769999181200361,0.8336738168198843,0.8722795381970031,0.8245941651514407,0.6971715001790191
"('esm2_pll', 'boltz_rosetta_A_BC_complex_normalized', 'esm2_full_LL_alone')",3,0.9160911031439023,0.8769999181200361,0.8336738168198843,0.8722795381970031,0.8245941651514407,0.6971715001790191
"('esm2_binder_LL_car_target', 'boltz_rosetta_A_C_complex_normalized', 'esmfold_plddt_binder_start')",3,0.9160894110906682,0.8736572069905404,0.8263593882752761,0.8700390144834589,0.8283582089552238,0.6817718232812573
"('esm2_binder_LL_target', 'boltz_rosetta_A_B_complex_normalized', 'esmfold_plddt_binder_start_glycine_linker')",3,0.9160893910344624,0.8691366003521785,0.7504366812227075,0.8654134352403432,0.8255446009389672,0.6776272577996716
"('esm2_binder_LL_target', 'boltz_sap_score', 'seq_kl_vs_human')",3,0.9160875357645506,0.8768856676706827,0.7693823080833756,0.875100839043622,0.823804064681398,0.7495184590690208
"('esm2_full_LL_alone', 'esmfold_plddt_binder_start', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9160835009097004,0.8809248452852841,0.8118556701030928,0.8664347785144445,0.8243958354879857,0.6656675853135041
"('esm2_pll', 'esm2_full_LL_target', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9160755315163402,0.8803033796205982,0.7823535745047373,0.8733691571934429,0.8254967862649643,0.6948399256297277
"('esm2_full_LL_target', 'boltz_rosetta_A_B_complex_normalized', 'esmfold_plddt_binder_start_glycine_linker')",3,0.9160742302602833,0.8689633209696153,0.7509825327510917,0.8656569630212432,0.8259953051643193,0.6769499178981938
"('aa_sequence_entropy', 'esmfold_plddt_binder_start_glycine_linker', 'esmfold_plddt_binder_end_glycine_linker')",3,0.9160727281432539,0.887913860025484,0.8017074742268041,0.8667761367080711,0.8323766677008997,0.6779740662187734
"('esm2_binder_LL_car', 'boltz_sap_score', 'boltz_rosetta_A_BC_side1_normalized')",3,0.9160717841270228,0.8711640427441063,0.8175331294597349,0.8718125458846563,0.8266517704238905,0.715773490532333
"('esm2_binder_LL_car', 'boltz_sap_score', 'boltz_rosetta_side1_normalized')",3,0.9160717841270228,0.8711640427441063,0.8175331294597349,0.8718125458846563,0.8266517704238905,0.715773490532333
"('aa_sequence_entropy', 'esmfold_plddt_binder_end_glycine_linker')",2,0.9160672220626256,0.8868544725280221,0.8009557560137457,0.8674912232688577,0.8322991002171889,0.6798409936626069
"('max_pident_cross_team_hamming', 'aa_sequence_entropy', 'esmfold_plddt_binder_end')",3,0.9160612371923778,0.8912273886981013,0.8313466494845361,0.8687360035783757,0.8311039863940887,0.669249037960858
"('esm2_binder_LL_target', 'esm2_binder_LL_car', 'gravy_score')",3,0.9160607584027579,0.8807276815010343,0.7958548109965635,0.8782175216806595,0.8289004952827478,0.7083656129745107
"('boltz_rosetta_A_B_complex_normalized', 'seq_kl_vs_human', 'esmfold_end_glycine_linker_C_B_pdockq2')",3,0.9160555708459092,0.8684013337829233,0.7265283842794761,0.8701996927803379,0.8326244131455398,0.6683497536945812
"('esm2_binder_LL_target', 'max_pident_cross_team_hamming', 'boltz_rosetta_A_C_complex_normalized')",3,0.916054822317918,0.8822403933515045,0.8353865760407816,0.8752712308267865,0.8312189947605833,0.6600992072690186
"('esmfold_plddt_binder_middle', 'seq_kl_vs_human', 'esmfold_plddt_binder_end_glycine_linker')",3,0.91605405534808,0.8855390663853404,0.7507517182130584,0.8706252446155158,0.8333362062031004,0.6842225580716036
"('esm2_binder_LL_car_target', 'esmfold_plddt_binder_end_glycine_linker', 'boltz_rosetta_A_BC_per_residue_energy_int')",3,0.9160463531226223,0.8797251506024096,0.8026182003050331,0.8612235032660864,0.8204822367180958,0.7128544676297486
"('esm2_full_LL_target', 'esmfold_plddt_binder_middle_glycine_linker', 'boltz_rosetta_A_BC_per_residue_energy_int')",3,0.9160424922499415,0.8801361696787149,0.777071682765633,0.8614683420334801,0.8203926246148997,0.7252407704654896
"('esm2_binder_LL_car_target', 'esm2_full_LL_alone', 'boltz_rosetta_side1_normalized')",3,0.9160393313787313,0.8716901868015334,0.8064899762147468,0.8694877233053268,0.8324621205943274,0.6586995355484101
"('esm2_binder_LL_car_target', 'esm2_full_LL_alone', 'boltz_rosetta_A_BC_side1_normalized')",3,0.9160393313787313,0.8716901868015334,0.8064899762147468,0.8694877233053268,0.8324621205943274,0.6586995355484101
